content,sentiment
cac khoa khac không biet the nao chu khoa thuong mai cac thay co giang chan co moi co my hanh giang hay thay loc thay duong thay dao xinh loi phep noi thang cac thay day chan,0
hoc kho lam,0
học_sinh dạy chán thiếu khoa_học thực_hành toàn lý_thuyết đại_cương giảng_viên thiếu kỹ_năng chuyên_môn khó truyền_đạt sinh_viên,0
tệ công_tác quản_lý đào_tạo,0
không chú_trọng sinh_viên đào_tạo không chuyên_sâu,0
"tệ đào_tạo thế_hệ tuyệt_đối trung_thành đảng "". mục khoét nhân_dân",0
không,0
chất_lượng kém tham_nhũng corruption low quality,0
nhân_viên làm_việc chậm thiếu tận_tâm,0
"dạy nặng lý_thuyết ít thực_hành chậm cải_tiến đi_sau thời_đại chưa đóng_góp nhiều đất_nước đầu_tư nhiều sinh_viên nhiều đứa không chí học_hành rèn_luyện sa_đà game online ,...",0
ngu,0
"không không kiến_thức sâu_rộng nghiên_cứu quy_tắc cách_thức hoạt_động khá nhiều dễ tiêu hóa thích_nghi "", tương_thích nhiều phù_hợp nerds hết_mình khắc_nghiệt sinh_viên hoàn tiền không tiền_của tiền_của",0
ngu,0
"chờ mẫu bt đợi "". nhỏ nhỏ xinh_xinh học_hành bảo bình_thường vn",0
không tốt,0
không nổi,0
định đăng_ký xây_dựng suy_nghĩ kỹ_càng chương_trình nặng đấy không ngẫu_nhiên xây_dựng mệnh_danh lò_sát_sinh giải_phóng,0
"phát_triển nhiều tiêu_cực giảng_viên khó_dễ vòi_vĩnh tiền sinh_viên đút_lót ,... tiêu_chí lý_thuyết gắn liền thực_hành quảng_cáo lòe sinh_viên học_phí thực_hành gấp đôi giáo_viên không hề dậy toàn bắt sinh_viên bài_tập trên lớp kiểm_tra giấy động trang_thiết_bị hạn_chế đối_phó không giải_quyết hiện_trạng sớm_muộn uy_tín",0
trường_học học_phí không dân_lập tuyển_sinh ồ_ạt không chất_lượng đào_tạo,0
học_phí đắt tiền thầy ms môn,0
chất_lượng dạy_học kém,0
đào_tạo tràn_lan,0
chứa_chấp bọn gian_lận thi_cử luật hahahahaa,0
nản tăng học_phí không thi,0
chất_lượng đào_tạo kém,0
khong dat,0
dạy chất_lượng không tốt,0
chất_lượng đào_tạo không tốt,0
nhỏ giáo_viên ý_thức kém giảng_dạy,0
dính phốt to_đùng hàng_loạt giảng_viên điều_chuyển nhà phòng đào_tạo nghỉ scandal trên,0
chưa kiểm_chứng chất_lượng đào_tạo,0
chất_lượng đào_tạo kém sinh_viên không xinh được_việc tầm khá sinh_viên khoa công_tác,0
chất_lượng đào_tạo tệ sinh_viên thụ_động kiến_thức kém,0
sinh_viên không xinh việc_làm,0
tầm trung,0
nhiều sinh_viên nữ khá hiền xinh bình_thường không chuyên,0
tệ tệ,0
hoc phi cao chinh sach giang day khong thong nhat sinh vien bi thiet thoi nhieu,0
chả,0
chất_lượng kém mặt_bằng,0
không tốt,0
chất_lượng tệ hiệu_trưởng không mặt ẩn nhẫn giả cảnh lãnh lương hằng không tâm_huyết nổ lực phát_triển tuột lùi giáo_trình đạo nhái trắng_trợn khoa cơ_khí động_lực giảng_viên trẻ_hoá tốt_nghiệp chính_quy tuyển -> thiếu kiến_thức kinh_nghiệm kỹ_năng kém suy_nghĩ non kỹ_năng nghề không không đào_tạo,0
hoc không day rat chan,0
dao tao kho,0
buồn suốt thầy hiếm soan giáo_trình thầy soạn giáo_trình tâm tay_nghề cao thầy giới_thiệu đống sách cũ đọc không nổi tiếp_thị nhà_sách suốt năm_học toàn trên trời dưới phật không chuyên_môn,0
chất_lượng đào_tạo chưa cao có_lẽ chất_lượng đầu_vào chất_lượng giảng_viên hy_vọng chuyển_biến cơ_cấu tổ_chức,0
toan ly thuyet xuong,0
sinh_viên luật_học đằng nẻo,0
phong giáo_sư giảng_viên không thông_qua hội_đồng tiêu_chuẩn quốc_tế nhà_nước việt nam,0
áp_lực mệt_mỏi,0
công_nghiệp đào_tạo bách_khoa chất_lượng không tốt,0
thành nhộn_nhịp cao_cấp hẳn chất_lượng giảng_dạy chưa tốt ``,0
môn tin_học chán,0
học_phí đắt_đỏ không đi_đôi chất_lượng hoạt_động vui_chơi nhiều hoạt_động học_thuật ít thái_độ giảng_viên phòng đào_tạo hay văn_phòng khoa hách_dịch bê_tông rơi chết giảng_viên giỏi dở giảng_viên thỉnh_giảng dạy hay giảng_viên dạy chán or giảng_viên trẻ không kinh_nghiệm hên xui tư không quyền đòi_hỏi tốt tư hb ntt đăng_ký vui lắm tốt năm_học may_mắn kiếm được_việc,0
dân_lập học_phí khá cao chất_lượng đào_tạo không tốt lắm dạy tốt chương_trình kỹ_năng sống phong_trào đoàn chuyên_môn đào_tạo không cao chất_lượng sinh_viên vừa_phải số_lượng giảng_viên chính_thức ít chủ_yếu thuê xát đào_tạo học_viên không cao chiến_lược tầm_nhìn_xa tập nhiều sinh_viên tập kinh_doanh giáo_dục,0
môi_trường đào_tạo yếu_kém chuyên_môn lẫn nghiệp_vụ thu tiền sinh_viên giỏi,0
chất_lượng giảng_dạy tồi_tệ đội_ngũ giảng_viên yếu_kém chuyên_môn vụ sinh_viên chết sân bộc_lộ nhiều bất_cập hạn_chế,0
ngoi toi dang hoc voi cac khac thi tốt nhung no van chua dap ung het duoc tai nang cung nhu tri tue cua toi can nang cao kien thuc hon de co the ap dung cung nhu tim hieu nhieu hon,0
đội_ngũ giáo_viên đào_tạo nhiều nghiệp_vụ lẫn khả_năng chuyên_môn hạn_chế thực_hành sinh_viên lóng_ngóng bỡ_ngỡ va_chạm,0
hi_vọng đổi_mới nội_dung phương_pháp giáo_dục khóa nhiều bất_cập phương_pháp giảng_dạy kết_quả kiến_thức trên sách_vở không áp_dụng nhiều mặc_dù đội_ngũ giáo_viên toàn bậc tên_tuổi ngành hán,0
cơ_sở vật_chất đầu_tư đổi_mới chất_lượng giảng_dạy,0
chất_lượng đào_tạo càng_ngày_càng đầu,0
vất_vả,0
trường_học không tốt,0
môi trường_học chưa tốt,0
kiến_thức chuyên_ngành sơ_sài,0
đổi_mới giảng_viên việt nam sinh_viên quốc_tế cải_thiện giá rẻ hiệu_quả,0
tăng_cường chất_lượng đào_tạo quản_lý sinh_viên,0
chất_lượng đào_tạo chất_lượng sinh_viên chưa tốt lắm,0
nổi càng_ngày_càng kém phát_triển nhiều,0
chất_lượng đào_tạo chả,0
đào_tạo xong sinh_viên thất_nghiệp làm_việc trái ngành,0
đào_tạo kém,0
dân_lập việt nam chất_lượng đào_tạo không tốt sinh_viên kỹ_năng kém,0
chương_trình đào_tạo chưa hợp_lí,0
chất_lượng chưa tốt,0
chất_lượng đầu_vào đầu_ra vẽ không cao,0
chất_lượng đào_tạo tầm trung,0
chất_lượng tốt,0
chất lượnh chưa,0
lý_thuyết nhiều,0
số_lượng ngành đào_tạo ít,0
ngành công_nghiệp cơ_khí điện chất_lượng giảng_dạy bình_thường học_phí cao chất_lượng phục_vụ bộ_phận yếu_kém nhiều phiền_phức khó_chịu bất_công sinh_viên,0
bậc đào_tạo nhiều tạp_nham không chuyên_sâu ngành bậc củng dở_dở_ương_ương giáo_dục thường_xuyên bổ_túc sau_đại_học pr quảng_cáo hoành_tráng tổng_thể diện_mạo hào_nhoáng đẹp_mặt lựa_chọn y_như câu chăn chăn rệp bà_cô giáo_vụ khoa cực_kì quá_quắt khó_chịu không chức_danh phục_vụ thượng đế quyền mặt xưng xỉa nặng nhẹ chửi_bới ngta không đắc_tội chẳng không bức_xúc giáo_vụ khoa phân_biệt đối_xử sinh_viên hệ ém cực giỏi,0
chất_lượng cao tạm ổn hoc dở hay thầy dạy không tâm riết không thầy dạy hay phòng máy_lạnh mát nỗi mặc áo_khoác sạch_sẽ không rác điện cắm sạc hay laptop chất_lượng cao tạm học_phí cao cực lắm,0
không hài_lòng voi thái_độ thầy phụ_trách trên khoa không tốt sinh_viên hay phụ_huynh,0
chất_lượng giáo_viên không đồng_đều,0
không quản_lý học_sinh sinh_viên tốt hộ thuê diễn thường_xuyên đạo_đức giáo_viên nhiều trường_hợp chửi_mắng xúc_phạm sinh_viên diễn,0
nhiều giảng_viên dạy tâm nội_dung môn không phù_hợp,0
chất_lượng đào_tạo không hẳn tốt sinh_viên trái ngành tất_nhiên giáo_viên dạy không tâm có_lẽ tiết thực_hành nhiều nặng hình_thức,0
chất_lượng đào_tạo không cao,0
đào_tạo chưa hài_lòng,0
không quản_lý học_sinh sinh_viên tốt hộ thuê diễn thường_xuyên đạo_đức giáo_viên nhiều trường_hợp chửi_mắng xúc_phạm sinh_viên diễn,0
học_phí khá cao mặt_bằng khá cơ_sở vật_chất thiếu_thốn công_tác xã_hội thành tự_nguyện bắt_buộc khá nhỏ bề_ngoài thầy nhiệt_tình,0
giảng_viên công_nghệ_thông_tin chưa nhiệt_huyết lắm,0
chương_trình giảng_dạy nhiều vướng mắ,0
khuyết_điểm nằm chưa giáo_trình môn_học đổi dạy tín_chỉ năm_học,0
chương_trình giảng_dạy chưa bám sát lắm,0
ít thực_hành trải_nghiệm,0
giảng_viên dạy tiếng chưa chất_lượng,0
giảng_viên không nhiều môn duy_nhất giảng_viên khó dki lịch tư_tưởng giảng_viên thỉnh_giảng đa_phần hay so_sánh sinh_viên giảng_viên không tâm_huyết mày thiện_cảm ảnh_hưởng khâu tuyển_dụng mục không bôi_nhọ sinh_viên hợp_lý,0
kĩ_năng mềm đa_phần dạy qua_loa sinh_viên chưa thực_hành,0
giảng_viên trình_độ chuyên_môn chưa cao chưa tâm_huyết học_sinh bài_tập nhà giao hơi nhiều,0
chương_trình đào_tạo không nhiều định_hướng nghề_nghiệp sinh_viên không rõ_ràng,0
sinh_viên khá nhiều,0
top đầu chất_lượng đầu_vào đầu_ra sinh_viên,0
khó khó,0
khó khó,0
khó khó,0
khó sinh_viên,0
căng_thẳng cạnh_tranh cao,0
dạy không thực_thụ chân_lý,0
hơi bất_cập,0
chưa thỏa thuận thống_nhất nhà_trường số_ít bệnh viện_dẫn sinh_viên thụ_động công_tác thực_tập không chủ_động,0
it không nổi trổi,0
chất_lượng đào_tạo kém hiệu_quả,0
chương_trình đạo yếu_kém,0
chưa chuyên,0
sinh_viên không co cao,0
chương_trình nặng,0
nhiều tiêu_cực,0
không sinh_viên sai ngành nhiều,0
thực_hành chưa hoàn_thiện,0
phương_pháp giảng_dạy giáo_viên chưa thân_thiện sinh_viên,0
đôi_khi áp_lực,0
chất_lượng giảng_viên không đồng_đều,0
sau_đại_học trở cảm_giác thiếu chất_lượng giảng_dạy,0
giảng_viên hơi hơi tào_lao,0
giảng_viên nhiều giảng không hay thái_độ thua sinh_viên thầy khoa môi_trường lếch dép giảng,0
lý cơ_học là_hơi khó đòi_hỏi hiểu bản_chất ôn_tập nhiều thầy lớp bài_tập lý cơ_học vẻ không đồng_nhất chất_lượng giảng_dạy,0
thầy chuyên_ngành dạy dở thích giấu nghề,0
đọc sách tự_sát thầy dạy không đồng_ý sách dạy sách quyết_định tai to mặt bự khoa,0
sinh_viên thất_nghiệp nhiều,0
chất_lượng đào_tạo trung_bình,0
đội ngủ giảng_viên nhiều chưa sưm đam_mê công_việc hay la mắn học_sinh hợp_lý vô_lý,0
môi_trường sinh_viên phát_triển hoàn_thiện kỹ_năng nhồi_nhét nhiều nặng_nề không cần_thiết sv,0
thơ giáo_viên làng_nhàng,0
sẵn chương_trình gợi_ý không sát đầu nhẹ cực_kỳ nặng,0
môn chuyên_ngành nhiều thầy căng,0
khó vãi đái,0
chất_lượng giảng_dạy không tương_xứng tiền,0
tiếng thầy khá nhiều không mơ,0
khá nhọc môi_trường học_tập cạnh_tranh cực cao,0
quân_nhân dạy môi_trường học_tập là_hơi cứng tùy thầy nhiều thầy đặc nét quân_nhân lớp_học đôi_chút hơi nghiêm_túc tí,0
thi_thố coi khó vcl,0
khoa không dạy tiếng khá tệ thích đày_ải học_sinh khá cảm_tình,0
môn nói_chuyện giọng khá hách_dịch tổng thầy,0
chào ngập hành món đại_cương nặng khó dễ tạch,0
thái_độ khó_chịu hay cáu_gắt cỏ rác,0
khá nặng,0
mác lê nin nhiều chán òm,0
nhiều hơi ảo_tưởng,0
trừ cụ già già trúng cụ toàn chạy lớp ké,0
giáo_viên cơ_hữu ít chuyên_môn kém chả hứng dạy của_nợ toàn thuê môn môn vui vui bận dẹp mẹ không lịch coin card môn,0
hơi năng tí đồ_án nhiều môn đại cươngvới đồ_án hay tạch lắm,0
truyền_đạt không tốt đâm_ra nản,0
chương_trình nặng đại_cương khó đồ_án chấm chặt,0
giáo_viên xuống_cấp trầm cmn trọng,0
tù_túng ít tư_duy cảm_giác con_người chậm phát_triển sinh_viên,0
nhiều phong_cách cực_kì nhà_nước cán_bộ hành_chính thái_độ cực_kì quan_liêu mất_dạy bố đời xinh bảng hay giấy_tờ cực_hình,0
giáo_viên chủ_nhiệm không care học_sinh chủ_nhiệm giảng_viên không care học_sinh dạy,0
dạy tiếng lol thi dạy,0
thuyết_trình trên lớp nặng hình_thức,0
giảng_viên khá ít,0
giáo_trình đầy_đủ enhlish khá khó cày bừa không dễ thi,0
ngành kế_toán tương_đối vất_vả chương_trình khá nặng,0
đào_tạo chuyên_ngành môi_trường dạy ok giảng_viên nhiệt_tình khá thoáng vụ cúp ít điểm_danh trừ môn chuyên_ngành sinh_viên ít,0
thầy không dạy học_sinh thích đợt thi đóng tiền thầy tiếp số_lượng thầy kiểu khá đông,0
môi trường_học thiếu năng_động,0
giáo_viên toàn thuê dạy không trách_nhiệm mẹ lên_lớp chém câu xách đít,0
chương_trình thiết_kế tào_lao môn không dạy,0
giáo_viên già dạy chán tiến_sĩ pgs không viết ảnh_hưởng thời_kì cũ không chán,0
định_hướng nghiên_cứu không khái_niệm nhiều thay chương_trình dạy kiểu nhồi_nhét,0
nội_dung slide chiếu không đặc_sắc,0
thầy lớp khó_khăn hơi bảo_thủ,0
khá thả_nổi bơi không dạy đầu toàn slide,0
giáo_trình cũ dạy bảo_thủ hàn_lâm trọng điểm_số,0
lịch thi chưa phù_hợp,0
chương_trình giảng_dạy nhiều vướng mắt lớp_học số_lượng sinh_viên đông,0
chất_lượng đào_tạo tốt hơi va_chạm thực_tập kiến_thức lý_thuyết chưa áp_dụng nhiều dễ nản hụt_hẫng,0
chất_lượng gv tùy dạy hay_ho vững chuyên_môn ít tacs tín giảng_viên dạy siêu chán dĩ_nhiên nhiều tâm chuyên_ngành thầy đa_phần nhiệt_tình đầu_ra bấp_bênh sinh_viên trái ngành nhiều vụ cớ năng_động ngành lương khởi_điểm không cao chất_lượng đào_tạo triển_vọng việc_làm đầu_ra không tương_xứng độ hot ftu hn,0
nhiều giảng_viên chưa tâm_huyết sinh_viên chưa sáng_tạo khả_năng,0
nhiều giảng_viên chưa tâm_huyết sinh_viên chưa sáng_tạo khả_năng,0
đội_ngũ giảng_viên chưa tốt sắp_xếp lịch chưa tốt vô_lý ảnh_hưởng trở_ngại nhiều thời_gian_biểu sinh_viên thất_vọng nhiều công_tác chấm thi,0
giảng_viên không tâm dạy cán_bộ nhà trương không thân_thiện phong_trào tổ_chức không vui clb tổ_chức,0
giảng_viên chưa tận_tâm nghề giảng không dạy,0
giảng_viên tùy chưa tận_tâm môi_trường nhạt,0
cán_bộ giảng_viên không tâm làm_việc,0
giảng_viên ít sinh_viên,0
nhiều tin_đồn dạy dở,0
trình_độ giảng_viên lơp không đồng_đều,0
giảng_viên khoa lí_luận chính_trị chưa kiến_thức sinh_viên nhiều xã_hội chưa trọng_tâm,0
hệ_thống đăng_ký tín_chỉ hơi quá_tải hiện dần cải_thiện chênh_lệch phong_cách giảng_dạy nhiều giảng_viên,0
học_sinh khá đông khả_năng tương_tác hạn_chế chưa nhiều chương_trình tương_tác giảng_viên sinh_viên,0
giảng_viên không làm_tròn chức_trách phân_biệt sinh_viên đôi_khi cảm_giác phân_biệt giàu nghèo,0
giảng_viên không tâm dạy cán_bộ nhà trương không thân_thiện phong_trào tổ_chức không vui clb tổ_chức,0
giảng_viên tùy chưa tận_tâm môi_trường nhạt,0
cán_bộ giảng_viên không tâm làm_việc,0
sinh_viên thực_hành kỹ_năng giao_tiếp giảng_viên bản_ngữ chương_trình ngành ngôn_ngữ linh_hoạt sinh_viên chuyên_ngành khoa ngoại_ngữ thông_qua học_phần nâng cao mở_rộng chuyên_môn lĩnh_vực nghề_nghiệp,0
khuyết_điểm ít giảng_viên nhiều môn không lớp khó đăng_ký học_phần,0
giảng_viên hời_hợt thiếu,0
nhiều sinh_viên không thói_quen chào_hỏi giảng_viên nhiều phong_trào đoàn hội hình_thức không chú_trọng nôi dung nhiều sinh_viên chưa ý_thức giữ_gìn vệ_sinh,0
chưa gắn_kết sinh_viên giảng_viên,0
giảng_viên chưa kỹ_thuật dạy,0
giảng_viên tùy,0
thái_độ giảng_viên sinh_viên khó_chịu,0
thái_độ giảng_viên công_nhân_viên chưa tốt thiện_cảm sinh_viên hình_thức kiểm_tra môn luận thay_vì trắc nhiệm,0
không khoa giảng_viên khoa kiến_thức cao kĩ_năng sư_phạm không tốt lắm hoạt_động không nổi_bật đề thi học_kì không đánh_đố hướng cao khu trồng cây_xanh nóng hắt nắng,0
thiếu giảng_viên nước_ngoài khoa ngoại_ngữ chương_trình đào_tạo liên_kết quốc_tế quản_lí sinh_viên khá lỏng ví_dụ tác_phong thẻ sinh_viên thích đeo không kiểm,0
nhỏ giảng_viên tiêu_cực ép mua sách giảng_viên viết giá cao bộ_môn chưa đầu_tư,0
giảng_viên nhiều thạc sỹ tiến sỹ toàn lý_thuyết chưa nhiều không môn môn không cần_thiết,0
giảng_viên hơi chấm không nhiều học_phí cao thông_thường đào_tạo tiếng không cao,0
vấn đè phát_âm hiểu giảng_viên sinh_viên,0
phòng đào_tạo chậm_trễ thông_báo thi nhiều khúc_mắc sinh_viên chưa giải_quyết nhiều giảng_viên việt phát_âm tiếng chưa chuẩn thiểu_số,0
không hẳn giảng_viên tiếng tốt,0
giảng_viên kém thân_thiện,0
chỉ_tiêu đầu_vào hạ giảng_viên chưa tốt lắm,0
thi_cử nhiều giảng_viên chưa sinh_viên nhiều,0
nhiều giảng_viên ít sinh_viên nhiều môn kiểm_tra khá vô_lí,0
giảng_viên sinh_viên chưa gắn_kết áp_lực thi_cử đồ_ăn ngon hơi đắc đỏ sinh_viên,0
nhiều,0
giảng_viên kĩ_năng chuyên_môn chưa cao tâm_huyết sinh_viên nhà xe hơi chật mở_rộng phù_hợp số_lượng học_sinh đông tắc nghễn,0
giảng_viên khoa lí_luận chính_trị chưa kiến_thức sinh_viên nhiều xã_hội chưa trọng_tâm,0
môi_trường thiếu năng_động chương_trình đầy_đủ sinh_viên cảm_giác an_nhàn dựa_dẫm thiếu tự_giác hay phàn_nàn giảng_viên trẻ chưa tích lũy kiến_thức kỹ_năng giảng_dạy,0
hệ_thống đăng_ký tín_chỉ hơi quá_tải hiện dần cải_thiện chênh_lệch phong_cách giảng_dạy nhiều giảng_viên,0
giảng_viên kĩ_năng chuyên_môn chưa đồng_đều lạnh_nhạt sinh_viên,0
học_sinh khá đông khả_năng tương_tác hạn_chế chưa nhiều chương_trình tương_tác giảng_viên sinh_viên,0
bộ_phận hành_chính nhà_trường nhiều bất_hợp_lý sinh_viên giảng_viên không làm_tròn chức_trách phân_biệt sinh_viên đôi_khi cảm_giác phân_biệt giàu nghèo,0
sinh_viên hơi thụ_động thiếu kĩ_năng thuyết_trình giảng_viên thương học_sinh,0
giảng_viên chưa truyền_thụ sinh_viên,0
giảng_viên không tâm dạy cán_bộ nhà trương không thân_thiện phong_trào tổ_chức không vui clb tổ_chức,0
giảng_viên chưa tận_tâm nghề giảng không dạy,0
giảng_viên tùy chưa tận_tâm môi_trường nhạt,0
cán_bộ giảng_viên không tâm làm_việc,0
nhà thể_chất học_sinh không tự_do giảng_viên chưa tâm_huyết học_sinh hay nói_chuyện không nội_dung bài_học,0
chưa nhiều va_chạm cải_thiện quan_hệ sinh_viên giảng_viên,0
số_lượng giảng_viên ít chưa cung_cấp giảng_dạy số_lượng học_sinh tuyển_sinh nhiều,0
giảng_viên chưa nhiều đáp_ứng toàn_bộ sinh_viên khóa dạng phòng vệ_tinh,0
đội_ngũ giảng_viên chưa phủ khắp,0
số_lượng giảng_viên ít chưa cung_cấp giảng_dạy số_lượng học_sinh tuyển_sinh nhiều,0
sinh_viên đông giảng_đường tương_tác giảng_viên sinh_viên hạn_chế,0
học_sinh đông chất_lượng khả_năng tương_tác giảng_viên giảm_sút,0
giảng_viên chưa nhiều đáp_ứng toàn_bộ sinh_viên khóa dạng phòng vệ_tinh,0
lớp_học khá đông học_sinh khả_năng tương_tác học_sinh giảng_viên nhiều hạn_chế,0
giảng_viên khó_tính hay cáu_giận sinh_viên số_ít nhân_viên cộc_cằn không gửi xe,0
nhiều sinh_viên ít giảng_viên chưa nhiều sinh_viên,0
đầu_vào đông không cao thiếu giảng_viên giảng_đường hs tphcm,0
đội_ngũ giảng_viên chưa phủ khắp,0
giảng_viên môn tiếng chưa đem cảm_hứng sinh_viên,0
giảng_viên thầy chưa sáng_tạo giảng_dạy nhàm_chán chưa thu_hút cổng thông_tin điện_tử chưa hoạt_động hiệu_quả,0
giảng_viên chưa chất_lượng tốt,0
dịch_vụ hành_chính tệ giảng_dạy nhiều giảng_viên bám sát lý_thuyết thiếu ý_thức nhiều sinh_viên kém,0
"giảng_viên công_nghệ_thông_tin trình_độ yếu_kém không chuyên_môn sinh_viên không trả_lời né_tránh la_rầy doạ_nạt giáo_trình hướng học_phần môn_học xung_đột loạn bò -> -> chạy bò -> chạy "". giảng_viên im_lặng làm_lơ nhân_viên giáo_vụ công_nghệ_thông_tin thái_độ khinh_rẻ sinh_viên mạt_sát sinh_viên",0
giảng_viên trình_độ chuyên_môn chưa nhiệt_tình kĩ_năng sư_phạm,0
giảng_viên chưa thân_thiện,0
dạy lý_thuyết suông quản_trị không nghiệp_vụ khó giảng_viên dạy hời_hợt,0
giảng_viên dạy nhàm_chán không sv giảng_đường dạy không sinh_viên hiểu hay ko ứng_dụng bt ko sinh_viên khó_chịu,0
tất_nhiên không giảng_viên đôi_khi tính_chất môn_học phong_cách giảng_dạy giảng_viên sinh_viên nhiều tinh_thần chủ_động hiệu_quả tốt,0
nhiều clb/đội số_lượng cao dễ confuse đầu apply giảng_viên hay trễ lớp giao nhiều bài_tập nhà (((,0
giảng_viên chưa tâm_huyết,0
nhiều giảng_viên điểm_danh nghiêm_khắc cứng_nhắc không_khí nặng_nề sinh_viên bớt hứng_thú chủ_động,0
tổ_chức nhiều hoạt_động ngoại_khoá sinh_viên nâng_cấp phòng sinh_viên giảng_viên dễ_dàng học_tập giảng_dạy,0
giảng_viên hay không hay nhà_trường không dạy,0
giảng_viên lơ_là giảng_dạy phòng hành_chính kế_toán giải_quyết giấy_tờ sinh_viên,0
nhiều giảng_viên cảm_tính,0
nhiều giảng_viên lớn_tuổi không cập_nhật kịp kiến_thức sức,0
giảng_viên làm_khó sinh_viên nộp báo_cáo khoa,0
hạn_chế giáo_trình bù giảng giảng_viên vui không nhàm_chán đầu_vào hơi chất_lượng học_sinh không tốt lắm,0
giảng_viên tiếng chưa hay lắm,0
nhiều hoạt_động chưa hấp_dẫn sinh_viên thiếu giao_tiếp giảng_viên nước_ngoài,0
giảng_viên môn tiếng chưa đem cảm_hứng sinh_viên học_phí khá cao,0
thông_báo chương_trình lịch trễ phòng đào_tạo chưa nhiệt_tình giảng_viên không tận_tâm,0
giảng_viên chuyên_môn không cao,0
thông_báo chương_trình lịch trễ giảng_viên chưa nhiệt_tình,0
không chương_trình tiếng nhiều lắm trau_dồi kỹ_năng .- đôi_khi giảng_viên hợp_đồng không giảng_viên chính_thức giảng_viên không dạy phù_hợp nhiều,0
giảng_viên thầy chưa sáng_tạo giảng_dạy nhàm_chán chưa thu_hút cổng thông_tin điện_tử chưa hoạt_động hiệu_quả,0
giảng_viên chưa chất_lượng tốt,0
chất_lượng giảng_viên chưa,0
giảng_dạy nhiều giảng_viên bám sát lý_thuyết thiếu ý_thức nhiều sinh_viên kém,0
phong_cách dạy giảng_viên cảm_tính hơi nghệ sỹ phòng hành_chính ác_mộng nhân_viên hành_chính thái_độ lồi_lõm cố_tình làm_khó nghiệp_vụ không chuyên_nghiệp,0
giảng_viên chưa sinh_viên lớp,0
phát_triển quy_mô giảng_dạy sáng_tạo quy_cách giảng_dạy giảng_viên,0
trao_đổi giảng_viên ít học_viên đông,0
ngắn giảng_viên chưa bao_quát học_viên,0
giảng_viên tệ tốn nhiều,0
giảng_viên thiếu kinh_nghiệm tình_huống giải_đáp chưa thuyết_phục thắc_mắc học_viên đợt tạm nghỉ quân_sự tiếp xót tiền hệ_thống bài_tập onl hs dễ nản,0
giảng_viên nâng cao trình_độ,0
hơi khó_khăn giao_tiếp giảng_viên nước_ngoài,0
trình_độ giảng_viên chưa đồng_đều,0
giảng_viên kĩ_năng chuyên_môn chưa cao tâm_huyết sinh_viên,0
giảng_viên trình_độ chuyên_môn chưa cao kĩ_năng sư_phạm hơi kém lung túng giải_quyết tình_huống sư_phạm,0
xửu lí hành_chính giầy tờ sinh_viên chậm không nhanh gọn tương_tác sinh_viên giảng_viên kém,0
giảng_viên bánh_bèo,0
giảng_viên trình_độ chuyên_môn chưa cao chưa tâm_huyết học_sinh bài_tập nhà giao hơi nhiều,0
đôi_khi giảng_viên thỉnh_giảng phối_hợp khoa sinh_viên khó,0
đôi giảng_viên chưa kết_nối hơi hạn_chế,0
giảng_viên chưa nhiệt_tình chưa linh_hoạt,0
chương_trình đào_tạo lý_thuyết nhàm_chán mau xuống_cấp xây nhiều bức_xúc sinh_viên,0
chất_lượng giảng_dạy không tốt lắm nhân_viên bảo_vệ phục_vụ vệ_sinh kém nhiệt_tình thô_lỗ tùy chương_trình đào_tạo nhàm_chán lí_thuyết đáp_ứng nhu_cầu thực_tập ứng_dụng thực_tiễn sinh_viên,0
nhiều môn không cần_thiết chương_trình đào_tạo cử_nhân luật thi chưa thực_lực,0
thiếu giảng_viên nước_ngoài khoa ngoại_ngữ chương_trình đào_tạo liên_kết quốc_tế quản_lí sinh_viên khá lỏng ví_dụ tác_phong thẻ sinh_viên thích đeo không kiểm,0
chất_lượng giảng_dạy không tốt chương_trình đào_tạo khá lạc_hậu thái_độ bộ_phận hành_chính công_tác hssv tệ,0
chương_trình đào_tạo cập_nhật cải_thiện nhiều nâng cao thương_hiệu nhiều,0
chấp_nhận chất_lượng nỗ_lực chịu_khó học_tập nhà_trường chương_trình đào_tạo dày sinh_viên hợp_lý,0
chương_trình nặng đòi_hỏi chủ_động sinh_viên,0
kiến_thức khá nặng,0
chương_trình học_tập áp_lực,0
giảng_viên không tâm tầm,0
trình_độ giảng_viên chưa cao,0
giảng_viên không,0
giảng_viên không tôn_trọng,0
giảng_viên khó,0
giảng_viên dạy khó hiểu,0
giảng_viên khô_khan,0
giảng_viên chưa giỏi truyền_đạt,0
giảng_viên khó_tính,0
giảng_viên không cập_nhật thông_tin thường_xuyên,0
giảng_viên lạc_hậu,0
giảng_viên không bám sát nội_dung môn_học,0
giáo_trình lỗi_thời,0
giáo_trình không cập_nhật thường_xuyên,0
giáo_trình cũ,0
giáo_trình không sát,0
giáo_trình không ứng dung,0
toàn lí_thuyết suông không áp_dụng thực_tiễn,0
thời khóa biểu không hợp_lí,0
thời khóa biểu công_bố trễ,0
chương_trình đào_tạo lạc_hậu,0
chương_trình đào_tạo lỗi_thời,0
đằng thi nẻo,0
giảng_viên không truyền cảm_hứng sinh_viên,0
giảng_viên trẻ chưa nhiều kinh_nghiệm,0
chưa chương_trình liên_kết quốc_tế,0
ít chương_trình liên_kết khu_vực thế_giới,0
lí_thuyết không đi_đôi thực_hành,0
giảng khô_khan khó tiếp_thu,0
giảng_viên không sinh_viên,0
